Sand,Clay,Silt,pH,EC,N,,K,SoilType
28.0,24.0,49.0,8.18,12.05,0.7,0.0,120.2,Loam
25.0,31.0,43.0,8.06,16.23,2.1,9.3,281.6,Clay loam
24.0,22.0,55.0,6.76,12.54,8.0,6.3,125.2,Silt loam
11.0,57.0,32.0,7.93,17.44,0.9,11.8,556.0,Clay
30.0,32.0,37.0,7.55,44.3,2.2,48.5,579.4,Clay loam
31.0,28.0,41.0,8.19,17.21,1.3,15.7,322.0,Clay loam
26.0,23.0,51.0,7.6,27.5,3.4,9.7,506.0,Silt loam
27.0,40.0,33.0,8.17,13.45,0.7,0.0,111.8,Clay
18.0,55.0,28.0,7.9,16.59,1.1,11.7,223.0,Clay
37.0,19.0,44.0,7.88,14.7,1.6,0.0,107.4,Loam
30.0,22.0,49.0,8.07,15.9,2.3,0.0,105.3,Loam
28.0,21.0,51.0,7.68,15.28,4.1,9.2,288.1,Silt loam
56.0,15.0,29.0,7.39,16.94,2.7,8.2,215.9,Loam
61.0,8.0,31.0,7.91,12.15,0.7,0.0,37.2,Loam
18.0,37.0,45.0,8.19,13.94,0.8,0.0,129.4,Clay loam
34.0,20.0,46.0,7.05,19.53,5.1,23.3,394.1,Loam
56.0,12.0,33.0,7.87,17.0,1.8,6.2,86.2,Loam
45.0,19.0,36.0,7.76,20.6,2.6,8.9,357.2,Loam
24.0,39.0,37.0,8.1,15.9,0.5,0.0,82.8,Clay loam
38.0,29.0,33.0,8.19,15.81,1.0,9.3,145.0,Clay loam
48.0,17.0,35.0,7.67,16.38,2.2,0.0,274.2,Loam
49.0,16.0,35.0,7.47,18.5,1.5,0.0,149.2,Loam
39.0,26.0,35.0,5.88,4.03,1.8,6.9,89.3,Loam
30.0,30.0,39.0,7.68,64.9,1.7,30.7,271.9,Clay loam
11.0,37.0,52.0,7.07,11.31,4.2,0.0,345.5,Clay loam
27.0,19.0,54.0,7.97,14.53,3.6,0.0,135.6,Silt loam
52.0,17.0,31.0,8.01,17.41,1.5,0.0,189.4,Loam
43.0,20.0,37.0,8.04,15.59,1.4,5.3,232.6,Loam
56.0,12.0,32.0,8.17,14.5,1.3,0.0,107.8,Loam
40.0,21.0,39.0,6.98,19.03,1.6,5.8,186.3,Loam
55.0,10.0,34.0,5.86,10.02,1.9,12.0,130.5,Loam
73.0,8.0,18.0,6.18,3.73,0.8,8.3,49.4,Loamy sand
22.0,41.0,37.0,7.72,18.21,1.8,10.4,510.4,Clay
37.0,24.0,39.0,6.55,10.21,2.6,5.6,233.3,Loam
28.0,28.0,44.0,7.66,15.88,1.7,0.0,221.9,Clay loam
51.0,15.0,33.0,5.28,6.95,1.3,0.0,89.7,Loam
11.0,54.0,35.0,6.19,4.81,1.3,4.7,78.2,Clay
53.0,19.0,29.0,7.23,11.96,1.2,5.9,154.2,Loam
34.0,25.0,40.0,6.51,7.22,2.4,4.7,119.2,Loam
56.0,13.0,31.0,5.54,7.95,3.0,8.7,164.8,Loam
44.0,13.0,43.0,5.71,8.0,2.4,8.4,146.2,Loam
40.0,20.0,40.0,5.74,9.51,1.4,5.8,126.9,Loam
44.0,21.0,35.0,6.17,5.13,1.8,4.7,133.9,Loam
78.0,4.0,18.0,6.12,5.31,1.0,11.7,87.6,Loamy sand
59.0,13.0,28.0,5.79,9.16,2.7,8.9,83.1,Loam
65.0,10.0,25.0,8.29,15.94,0.8,24.7,53.9,Loam
36.0,30.0,34.0,7.76,20.7,1.3,8.0,252.1,Clay loam
32.0,24.0,44.0,7.98,16.7,3.2,0.0,334.7,Loam
22.0,23.0,55.0,7.84,16.08,3.2,7.4,324.1,Silt loam
31.0,28.0,41.0,7.78,16.82,1.8,9.1,289.2,Clay loam
24.0,36.0,40.0,7.8,16.08,1.6,0.0,235.1,Clay loam
40.0,21.0,39.0,7.77,21.3,2.6,11.4,399.4,Loam
39.0,23.0,39.0,8.37,15.77,0.7,8.9,171.6,Loam
47.0,10.0,43.0,7.74,10.12,1.1,0.0,50.0,Loam
75.0,4.0,21.0,6.99,5.07,0.5,0.0,44.8,Loamy sand
18.0,38.0,44.0,7.32,18.32,2.7,6.0,455.5,Clay loam
56.0,12.0,32.0,8.14,10.8,0.5,0.0,161.8,Loam
57.0,9.0,34.0,6.82,57.5,14.2,31.4,397.1,Loam
56.0,12.0,32.0,8.35,12.68,0.6,6.1,35.6,Loam
25.0,46.0,29.0,8.14,13.83,0.8,0.0,386.0,Clay
70.0,10.0,20.0,8.24,23.6,0.8,13.4,86.2,Loamy sand
10.0,41.0,49.0,8.06,22.2,2.2,11.1,291.6,Silty clay
64.0,9.0,27.0,8.38,9.63,0.4,0.0,42.7,Loam
22.0,35.0,43.0,8.19,14.5,0.6,0.0,173.0,Clay loam
28.0,35.0,37.0,7.96,15.39,1.4,35.5,277.1,Clay loam
46.0,15.0,39.0,7.53,16.51,1.3,12.6,51.3,Loam
18.0,30.0,52.0,7.66,23.8,6.9,7.4,506.1,Clay loam
29.0,29.0,42.0,7.58,16.96,3.2,0.0,445.9,Clay loam
45.0,21.0,34.0,7.85,15.13,1.9,13.1,448.0,Loam
64.0,9.0,27.0,7.24,29.0,1.7,21.5,190.5,Loam
15.0,39.0,45.0,7.88,24.3,1.6,34.0,319.7,Clay loam
64.0,5.0,30.0,7.45,12.81,2.3,9.9,52.3,Loam
34.0,19.0,47.0,7.4,23.5,6.1,18.2,294.2,Loam
16.0,40.0,44.0,7.72,15.27,3.3,8.4,450.0,Silty clay
22.0,24.0,55.0,7.73,18.19,3.4,0.0,176.2,Silt loam
28.0,23.0,49.0,7.69,18.34,3.6,0.0,218.6,Loam
31.0,22.0,47.0,7.49,27.6,3.6,0.0,231.1,Loam
22.0,30.0,48.0,8.01,17.73,1.3,0.0,168.8,Clay loam
61.0,10.0,29.0,7.65,16.89,2.7,0.0,284.3,Loam
30.0,24.0,45.0,7.81,17.1,2.5,8.2,242.3,Loam
33.0,24.0,43.0,7.82,16.93,2.3,0.0,233.5,Loam
29.0,23.0,48.0,7.86,16.73,2.4,0.0,212.4,Loam
10.0,33.0,57.0,7.69,16.43,4.9,6.4,329.5,Clay loam
40.0,17.0,42.0,7.8,13.83,1.6,0.0,144.1,Loam
37.0,21.0,42.0,7.85,18.7,1.5,0.0,164.1,Loam
14.0,33.0,53.0,8.09,13.5,0.8,5.9,87.3,Clay loam
25.0,25.0,50.0,7.78,35.0,1.6,8.7,70.5,Silt loam
42.0,16.0,42.0,7.82,21.0,1.3,10.2,195.6,Loam
37.0,25.0,38.0,7.47,8.46,1.4,0.0,189.9,Loam
74.0,7.0,19.0,6.34,6.96,1.2,0.0,64.5,Loamy sand
35.0,17.0,48.0,7.19,38.5,3.3,8.0,126.7,Loam
20.0,27.0,53.0,7.61,17.59,4.7,0.0,232.5,Clay loam
29.0,19.0,51.0,5.16,43.7,3.7,6.5,210.2,Silt loam
33.0,23.0,45.0,7.31,22.0,3.3,7.7,128.2,Loam
19.0,30.0,50.0,6.79,39.9,4.2,6.6,210.5,Clay loam
37.0,16.0,47.0,6.05,13.69,4.2,9.1,320.5,Loam
48.0,12.0,40.0,5.46,89.2,5.7,36.3,263.1,Loam
29.0,22.0,48.0,7.32,32.2,3.6,6.8,170.8,Loam
37.0,14.0,49.0,5.42,40.6,4.0,8.2,164.1,Loam
54.0,9.0,37.0,7.54,13.36,2.1,7.6,83.2,Loam
23.0,33.0,44.0,7.6,12.11,3.3,10.7,572.4,Clay loam
24.0,23.0,53.0,7.04,61.5,6.0,16.4,282.8,Silt loam
24.0,16.0,60.0,5.77,20.1,7.1,15.3,91.1,Silt loam
44.0,18.0,39.0,7.62,13.99,2.6,6.8,100.8,Loam
30.0,20.0,50.0,7.61,18.94,2.2,0.0,97.6,Silt loam
44.0,14.0,42.0,7.24,23.1,3.6,9.7,199.5,Loam
21.0,31.0,48.0,8.01,16.11,0.7,6.8,437.6,Clay loam
50.0,24.0,26.0,6.64,11.59,0.7,5.9,163.2,Sandy loam
37.0,19.0,43.0,7.55,26.2,2.2,0.0,190.1,Loam
32.0,26.0,43.0,7.89,14.63,2.2,8.5,343.6,Loam
24.0,27.0,49.0,8.02,12.94,1.3,0.0,74.2,Clay loam
28.0,25.0,48.0,7.94,19.96,4.1,40.0,283.5,Loam
23.0,16.0,60.0,4.08,92.0,5.5,82.0,144.8,Silt loam
16.0,25.0,60.0,5.82,31.1,2.7,0.0,152.4,Silt loam
26.0,20.0,54.0,4.02,19.59,6.1,40.4,52.7,Silt loam
31.0,17.0,52.0,5.27,24.8,5.7,65.7,188.8,Silt loam
21.0,22.0,57.0,4.52,32.8,3.4,12.7,166.0,Silt loam
27.0,14.0,59.0,5.36,18.56,6.7,24.1,95.7,Silt loam
22.0,18.0,60.0,4.61,7.93,6.4,12.6,66.8,Silt loam
34.0,20.0,46.0,6.0,9.04,1.5,0.0,185.3,Loam
22.0,30.0,48.0,5.94,7.24,1.6,0.0,122.4,Clay loam
36.0,22.0,43.0,7.19,24.8,5.0,178.7,684.9,Loam
48.0,20.0,32.0,5.88,7.12,2.1,0.0,179.3,Loam
19.0,16.0,65.0,4.22,18.7,2.8,9.6,46.4,Silt loam
49.0,19.0,33.0,6.21,7.69,1.1,0.0,84.6,Loam
31.0,20.0,49.0,5.97,10.1,3.1,16.4,145.4,Loam
52.0,16.0,32.0,5.23,5.46,1.1,9.5,72.2,Loam
17.0,42.0,41.0,7.89,14.39,1.5,0.0,240.7,Silty clay
15.0,55.0,30.0,7.59,24.3,1.7,27.2,436.3,Clay
35.0,23.0,41.0,7.03,31.0,4.6,12.3,502.5,Loam
22.0,39.0,39.0,7.48,18.93,2.4,7.6,350.2,Clay loam
17.0,44.0,39.0,7.95,16.37,1.5,19.0,380.6,Clay
24.0,37.0,39.0,7.84,16.56,1.5,35.4,175.4,Clay loam
63.0,12.0,25.0,5.79,6.0,1.4,0.0,66.7,Loam
31.0,23.0,46.0,4.52,7.14,3.9,21.3,149.9,Loam
27.0,36.0,38.0,7.91,23.6,2.3,37.5,294.7,Clay loam
24.0,29.0,47.0,7.58,17.8,3.3,7.7,275.0,Clay loam
19.0,26.0,54.0,7.05,24.3,6.3,9.0,811.0,Silt loam
38.0,17.0,45.0,7.6,18.18,2.8,5.8,169.2,Loam
25.0,32.0,43.0,7.65,40.8,3.5,0.0,554.0,Clay loam
26.0,32.0,42.0,7.66,29.4,2.6,74.8,519.9,Clay loam
45.0,16.0,39.0,6.93,99.9,10.3,31.2,437.6,Loam
18.0,15.0,68.0,4.76,42.4,2.5,7.9,804.8,Silt loam
48.0,9.0,43.0,4.54,32.7,7.9,48.7,84.1,Loam
10.0,20.0,70.0,3.93,30.1,3.8,12.9,129.3,Silt loam
16.0,35.0,49.0,7.24,19.01,3.3,6.4,525.4,Clay loam
51.0,17.0,32.0,6.06,7.41,1.9,9.3,139.6,Loam
47.0,13.0,39.0,5.83,8.71,2.8,8.1,87.3,Loam
35.0,28.0,38.0,7.32,16.68,2.0,10.2,239.2,Clay loam
61.0,15.0,24.0,8.05,15.32,0.8,26.2,93.6,Loam
38.0,19.0,43.0,7.63,16.14,1.3,0.0,102.5,Loam
21.0,24.0,55.0,7.28,32.5,6.3,0.0,399.9,Silt loam
15.0,40.0,45.0,7.96,16.4,1.8,11.3,845.0,Silty clay
63.0,19.0,18.0,7.8,12.25,0.7,8.5,112.9,Loam
27.0,24.0,49.0,7.01,23.0,6.8,13.4,581.0,Loam
35.0,26.0,39.0,7.73,12.77,2.2,6.2,287.3,Loam
64.0,6.0,30.0,6.12,5.51,1.0,4.6,78.6,Loam
20.0,17.0,63.0,4.77,5.25,2.6,6.2,34.8,Silt loam
31.0,24.0,46.0,7.18,4.87,1.3,0.0,91.4,Loam
13.0,38.0,49.0,7.11,50.4,5.7,9.1,711.1,Clay loam
39.0,30.0,31.0,8.1,13.51,1.2,9.5,158.0,Clay loam
18.0,30.0,53.0,7.6,20.5,5.4,60.3,690.2,Clay loam
34.0,20.0,46.0,7.38,64.3,6.1,22.7,369.1,Loam
35.0,25.0,41.0,7.54,13.87,3.3,11.2,265.2,Loam
14.0,41.0,45.0,6.21,9.19,2.8,8.7,665.9,Silty clay
40.0,18.0,42.0,6.78,10.61,4.3,8.9,274.0,Loam
32.0,26.0,43.0,7.29,9.25,2.7,6.4,241.0,Loam
35.0,28.0,37.0,7.72,13.5,1.4,0.0,143.5,Clay loam
17.0,31.0,52.0,7.54,5.88,0.8,5.4,101.7,Clay loam
13.0,33.0,54.0,7.48,12.38,2.5,0.0,204.5,Clay loam
44.0,24.0,32.0,7.05,20.7,1.7,11.2,434.3,Loam
13.0,38.0,49.0,6.18,32.1,4.3,8.2,301.9,Clay loam
9.0,38.0,53.0,7.85,22.9,2.4,13.7,462.3,Clay loam
41.0,23.0,37.0,7.6,26.6,1.4,60.4,237.4,Loam
85.0,3.0,11.0,8.17,10.87,0.6,6.8,35.8,Sand
25.0,25.0,50.0,7.9,21.7,1.3,6.1,133.6,Silt loam
42.0,15.0,42.0,7.85,19.08,1.0,9.3,218.4,Loam
30.0,17.0,53.0,5.79,7.32,2.4,10.3,178.0,Silt loam
14.0,43.0,43.0,7.98,14.37,2.6,0.0,412.8,Silty clay
14.0,39.0,47.0,7.94,12.55,2.6,0.0,150.5,Clay loam
16.0,52.0,32.0,8.05,18.89,1.3,11.9,515.3,Clay
39.0,18.0,43.0,6.65,9.09,1.3,0.0,127.3,Loam
20.0,29.0,50.0,8.01,15.69,1.3,0.0,227.3,Clay loam
27.0,28.0,45.0,7.77,15.56,2.4,16.6,174.4,Clay loam
45.0,16.0,39.0,7.72,15.4,1.4,5.6,254.9,Loam
20.0,39.0,42.0,7.62,22.7,4.1,0.0,683.6,Clay loam
23.0,34.0,43.0,7.95,25.6,2.6,36.9,571.6,Clay loam
11.0,44.0,44.0,7.52,22.8,4.5,0.0,355.6,Silty clay
40.0,24.0,36.0,7.92,18.41,1.4,8.2,354.9,Loam
10.0,31.0,60.0,8.14,13.3,0.7,0.0,112.8,Clay loam
19.0,43.0,38.0,7.88,16.65,1.8,6.2,404.7,Clay
45.0,28.0,27.0,7.14,12.51,1.2,24.1,190.4,Sandy clay loam
58.0,12.0,30.0,7.93,20.4,0.7,11.4,80.4,Loam
23.0,31.0,46.0,7.74,14.68,3.1,71.0,425.1,Clay loam
37.0,13.0,50.0,6.27,11.29,1.2,5.2,61.7,Silt loam
55.0,7.0,38.0,7.55,15.87,2.9,14.9,71.6,Loam
23.0,31.0,46.0,7.66,25.3,3.0,37.3,598.7,Clay loam
18.0,33.0,49.0,7.82,28.0,2.5,7.9,199.6,Clay loam
41.0,15.0,44.0,6.78,16.84,5.5,15.2,259.7,Loam
9.0,41.0,50.0,7.67,38.9,2.9,17.3,863.1,Silty clay
21.0,25.0,54.0,7.35,42.1,3.4,15.0,263.2,Silt loam
28.0,22.0,50.0,5.66,6.52,2.1,5.0,133.2,Silt loam
18.0,25.0,57.0,7.83,35.1,2.1,5.8,317.7,Silt loam
21.0,26.0,53.0,6.9,7.04,1.5,5.0,121.2,Silt loam
85.0,6.0,10.0,7.84,14.35,0.9,6.8,116.7,Loamy sand
31.0,31.0,38.0,7.72,15.67,2.8,23.9,480.8,Clay loam
59.0,12.0,29.0,6.27,6.51,1.3,5.0,118.9,Loam
28.0,31.0,41.0,6.4,5.54,1.0,8.6,169.2,Clay loam
11.0,32.0,57.0,7.28,44.2,6.8,14.5,549.0,Clay loam
18.0,29.0,54.0,8.09,14.16,0.9,0.0,126.9,Clay loam
33.0,21.0,46.0,7.68,12.04,0.8,4.5,113.4,Loam
25.0,20.0,55.0,5.78,14.06,2.6,7.2,189.4,Silt loam
17.0,45.0,38.0,8.0,14.97,1.3,6.8,234.3,Clay
42.0,21.0,37.0,7.0,43.7,3.9,150.9,707.2,Loam
40.0,20.0,40.0,7.25,73.0,6.3,173.2,1938.5,Loam
38.0,18.0,44.0,6.99,82.6,6.2,117.3,1045.5,Loam
21.0,35.0,44.0,7.5,20.0,2.6,10.1,290.3,Clay loam
22.0,37.0,41.0,7.97,17.79,1.3,0.0,231.8,Clay loam
15.0,36.0,49.0,7.13,15.36,5.1,7.1,649.3,Clay loam
46.0,18.0,35.0,7.32,13.73,2.3,5.8,263.2,Loam
46.0,20.0,34.0,7.74,13.34,1.2,5.2,119.5,Loam
10.0,38.0,53.0,6.93,7.79,4.1,8.1,280.1,Clay loam
13.0,36.0,51.0,7.74,26.4,2.1,11.8,341.5,Clay loam
22.0,22.0,56.0,6.01,20.9,2.6,8.6,258.8,Silt loam
29.0,26.0,45.0,7.61,13.08,1.9,7.0,459.7,Loam
39.0,19.0,42.0,6.24,11.01,1.3,8.5,90.2,Loam
39.0,21.0,40.0,7.79,18.14,2.2,15.4,310.0,Loam
73.0,5.0,22.0,5.35,9.0,0.8,6.2,64.9,Loamy sand
57.0,12.0,31.0,6.09,3.68,1.1,0.0,113.4,Loam
34.0,31.0,35.0,8.0,14.82,1.3,12.3,91.2,Clay loam
56.0,20.0,24.0,7.22,7.53,0.5,6.3,302.1,Sandy loam
68.0,7.0,25.0,5.62,3.26,0.7,0.0,93.1,Loam
28.0,21.0,51.0,7.27,13.17,1.8,6.2,278.9,Silt loam
28.0,21.0,51.0,5.2,8.03,2.2,8.0,123.1,Silt loam
24.0,37.0,39.0,7.87,12.22,0.9,0.0,171.9,Clay loam
64.0,14.0,22.0,7.17,13.08,0.7,18.4,126.0,Loam
24.0,27.0,49.0,6.14,18.08,3.9,0.0,288.5,Clay loam
63.0,5.0,31.0,5.53,13.14,1.4,10.4,76.0,Loam
30.0,24.0,46.0,5.63,8.96,1.8,53.5,125.7,Loam
18.0,30.0,53.0,7.75,16.31,3.2,9.6,84.2,Clay loam
43.0,21.0,37.0,7.42,10.98,1.6,0.0,74.7,Loam
27.0,28.0,45.0,7.54,18.9,4.7,57.6,310.4,Clay loam
40.0,14.0,46.0,6.34,6.17,1.4,25.7,66.9,Loam
45.0,15.0,41.0,7.26,67.5,5.1,33.2,235.9,Loam
14.0,47.0,39.0,7.73,14.71,2.4,5.8,571.6,Clay
35.0,22.0,43.0,7.05,41.2,4.7,19.8,499.2,Loam
19.0,40.0,40.0,7.41,9.5,3.4,0.0,509.7,Silty clay
32.0,24.0,45.0,7.62,6.33,0.7,0.0,97.3,Loam
12.0,42.0,46.0,7.43,11.57,2.2,0.0,497.4,Silty clay
36.0,26.0,38.0,5.78,5.22,1.2,7.1,127.0,Loam
48.0,15.0,37.0,7.4,37.6,1.1,38.8,571.1,Loam
28.0,18.0,54.0,6.08,7.25,1.9,62.1,334.3,Silt loam
25.0,26.0,50.0,6.95,7.41,2.0,6.2,201.6,Loam
36.0,14.0,51.0,7.45,14.17,2.3,35.7,105.6,Silt loam
19.0,35.0,46.0,7.92,25.9,1.4,7.1,297.5,Clay loam
15.0,34.0,51.0,6.79,4.95,0.3,0.0,68.2,Clay loam
37.0,17.0,46.0,7.66,18.56,2.8,6.0,122.2,Loam
18.0,41.0,40.0,7.89,15.51,2.0,6.0,302.1,Silty clay
53.0,15.0,32.0,6.64,14.49,0.9,49.7,218.8,Loam
48.0,15.0,37.0,5.72,32.7,2.4,11.3,211.6,Loam
27.0,20.0,52.0,4.88,32.2,2.8,13.5,183.0,Silt loam
39.0,15.0,46.0,6.06,13.15,1.7,0.0,176.7,Loam
66.0,9.0,25.0,4.7,9.77,1.1,0.0,73.8,Loam
59.0,12.0,29.0,6.1,7.2,1.1,8.7,72.9,Loam
59.0,8.0,32.0,6.55,25.7,1.5,10.4,388.4,Loam
50.0,16.0,34.0,7.16,8.53,0.9,44.9,234.1,Loam
57.0,9.0,35.0,8.07,36.8,1.0,22.1,81.0,Loam
25.0,23.0,51.0,6.65,38.7,3.8,12.1,248.5,Silt loam
13.0,47.0,40.0,6.83,5.24,1.2,0.0,223.4,Silty clay
57.0,21.0,22.0,8.32,11.09,0.3,5.6,66.5,Sandy loam
46.0,15.0,39.0,7.49,48.2,2.8,70.6,420.0,Loam
24.0,30.0,46.0,7.62,18.59,2.7,0.0,364.0,Clay loam
36.0,18.0,46.0,6.43,10.96,1.0,0.0,193.4,Loam
9.0,38.0,53.0,6.0,51.4,7.1,50.5,224.9,Clay loam
23.0,20.0,57.0,7.15,29.1,3.9,66.2,381.3,Silt loam
63.0,15.0,22.0,6.45,7.05,1.2,0.0,197.2,Loam
52.0,14.0,34.0,5.05,7.88,1.0,11.0,115.5,Loam
55.0,8.0,38.0,5.24,12.3,0.8,8.7,82.2,Loam
45.0,15.0,40.0,5.54,58.0,2.9,52.1,315.8,Loam
46.0,14.0,40.0,4.39,23.3,1.2,89.6,167.4,Loam
37.0,16.0,47.0,5.82,17.58,1.8,29.6,56.1,Loam
59.0,13.0,28.0,4.68,8.53,0.7,32.5,139.8,Loam
27.0,20.0,53.0,6.3,31.0,3.0,10.9,348.8,Silt loam
4.0,62.0,34.0,8.13,14.35,1.4,20.3,349.7,Clay
22.0,34.0,44.0,7.94,20.2,1.4,17.0,129.9,Clay loam
45.0,13.0,42.0,4.35,22.4,1.9,13.7,324.0,Loam
24.0,26.0,50.0,6.3,11.03,5.0,8.9,101.4,Silt loam
53.0,16.0,31.0,5.96,6.79,0.8,0.0,71.5,Loam
60.0,9.0,32.0,7.35,55.7,13.3,1017.6,115.6,Loam
39.0,27.0,34.0,8.12,15.9,1.1,18.8,436.8,Clay loam
38.0,18.0,44.0,6.41,12.83,2.4,37.8,471.8,Loam
49.0,10.0,41.0,6.42,33.1,6.5,20.5,558.8,Loam
30.0,28.0,42.0,7.24,16.29,3.1,11.6,235.5,Clay loam
53.0,10.0,37.0,5.89,6.55,1.9,15.4,267.9,Loam
39.0,19.0,41.0,7.65,10.45,1.5,0.0,108.6,Loam
41.0,23.0,36.0,6.08,6.96,1.0,80.0,386.4,Loam
32.0,24.0,44.0,7.88,17.86,1.1,14.9,284.3,Loam
56.0,10.0,34.0,5.94,11.43,0.8,6.8,38.9,Loam
26.0,25.0,49.0,5.98,5.78,1.5,0.0,358.4,Loam
44.0,10.0,46.0,6.05,26.8,1.7,0.0,102.7,Loam
25.0,23.0,52.0,5.16,4.34,1.5,0.0,202.5,Silt loam
76.0,6.0,18.0,7.94,11.08,0.9,0.0,38.4,Loamy sand
26.0,31.0,43.0,7.53,9.76,1.7,9.7,237.0,Clay loam
41.0,18.0,41.0,6.87,8.79,1.6,0.0,139.2,Loam
28.0,23.0,49.0,6.56,5.56,2.1,0.0,166.2,Loam
41.0,17.0,42.0,5.44,7.45,2.4,13.1,160.2,Loam
40.0,21.0,39.0,6.35,6.16,1.3,0.0,123.6,Loam
30.0,27.0,43.0,5.32,18.62,3.3,7.9,330.6,Clay loam
32.0,22.0,46.0,6.65,4.05,0.7,0.0,141.4,Loam
27.0,27.0,46.0,6.51,6.19,1.3,0.0,227.6,Clay loam
17.0,31.0,52.0,7.31,16.3,1.0,9.1,155.7,Clay loam
19.0,32.0,49.0,7.56,28.1,4.8,11.8,596.5,Clay loam
27.0,19.0,54.0,8.07,11.53,0.9,0.0,109.9,Silt loam
31.0,15.0,54.0,5.88,29.4,2.4,6.5,201.5,Silt loam
27.0,30.0,44.0,5.49,4.34,1.7,0.0,222.8,Clay loam
21.0,21.0,58.0,6.53,30.0,2.1,5.8,165.6,Silt loam
61.0,10.0,29.0,6.26,12.3,1.1,0.0,52.9,Loam
40.0,17.0,43.0,7.93,19.71,1.2,6.9,111.9,Loam
42.0,20.0,37.0,5.36,18.08,1.3,10.0,90.7,Loam
47.0,21.0,32.0,8.0,18.01,1.1,5.2,128.0,Loam
39.0,9.0,52.0,7.26,14.13,1.6,13.7,55.8,Silt loam
28.0,19.0,53.0,5.17,43.6,3.7,49.9,235.6,Silt loam
29.0,23.0,47.0,5.55,20.5,2.1,0.0,94.1,Loam
15.0,21.0,64.0,4.75,4.79,1.1,6.4,52.3,Silt loam
26.0,24.0,51.0,7.51,22.5,4.7,9.3,283.9,Silt loam
36.0,27.0,37.0,7.37,18.03,1.8,14.2,364.7,Clay loam
20.0,29.0,51.0,7.11,17.09,7.1,134.2,1772.2,Clay loam
37.0,19.0,44.0,7.68,15.23,1.7,5.7,174.0,Loam
21.0,26.0,53.0,5.88,5.08,1.2,0.0,214.9,Silt loam
18.0,36.0,47.0,6.51,13.93,3.2,0.0,216.5,Clay loam
40.0,16.0,44.0,7.85,17.65,1.8,0.0,97.5,Loam
31.0,29.0,40.0,7.81,17.47,1.5,11.7,169.7,Clay loam
35.0,13.0,52.0,6.12,23.4,1.6,7.6,112.6,Silt loam
14.0,39.0,48.0,7.99,12.69,1.7,0.0,64.2,Clay loam
33.0,22.0,44.0,6.43,6.36,1.3,0.0,120.5,Loam
26.0,22.0,52.0,6.63,11.57,2.5,0.0,204.8,Silt loam
20.0,25.0,54.0,7.79,12.44,1.4,0.0,117.1,Silt loam
24.0,25.0,51.0,5.82,6.49,1.7,0.0,126.7,Silt loam
21.0,25.0,54.0,5.39,20.8,1.9,19.7,127.9,Silt loam
11.0,29.0,60.0,7.21,56.5,7.3,9.1,430.6,Clay loam
42.0,14.0,44.0,5.72,8.03,2.5,23.9,131.8,Loam
34.0,26.0,40.0,6.87,6.11,1.2,6.2,161.4,Loam
69.0,10.0,21.0,6.2,10.38,0.8,0.0,63.6,Loam
48.0,11.0,41.0,6.01,4.51,2.0,6.3,215.3,Loam
19.0,26.0,55.0,6.2,12.19,3.8,0.0,281.9,Silt loam
41.0,19.0,40.0,6.27,10.69,2.8,0.0,166.5,Loam
32.0,13.0,55.0,6.03,21.0,4.7,18.8,258.9,Silt loam
58.0,9.0,33.0,6.27,5.71,2.0,6.9,121.9,Loam
29.0,22.0,49.0,6.47,8.59,3.3,0.0,152.2,Loam
47.0,12.0,41.0,6.16,4.24,1.7,0.0,64.7,Loam
14.0,37.0,49.0,7.7,20.1,2.9,28.5,387.3,Clay loam
36.0,20.0,44.0,6.62,5.61,1.0,0.0,86.7,Loam
12.0,37.0,50.0,6.5,7.84,3.4,0.0,260.6,Clay loam
44.0,23.0,33.0,7.28,9.75,1.0,51.4,155.2,Loam
44.0,15.0,41.0,4.69,6.26,1.8,10.8,70.4,Loam
12.0,38.0,50.0,7.47,18.11,4.0,0.0,318.7,Clay loam
26.0,16.0,58.0,5.84,4.9,2.3,7.2,74.0,Silt loam
12.0,30.0,58.0,7.17,18.44,7.5,10.5,405.4,Clay loam
36.0,16.0,48.0,7.65,9.35,1.0,16.8,100.8,Loam
38.0,18.0,44.0,6.64,4.93,1.3,0.0,226.6,Loam
23.0,24.0,53.0,6.67,9.6,3.2,6.2,288.0,Silt loam
12.0,32.0,56.0,6.95,11.78,7.8,8.7,494.4,Clay loam
11.0,50.0,39.0,8.2,12.61,0.5,0.0,251.3,Clay
50.0,9.0,41.0,7.39,20.9,8.3,22.5,176.1,Loam
48.0,19.0,34.0,7.82,12.34,1.3,20.1,238.2,Loam
47.0,12.0,41.0,5.64,6.07,1.8,10.1,81.0,Loam
33.0,17.0,50.0,6.23,4.75,1.6,0.0,171.4,Silt loam
30.0,20.0,49.0,6.29,15.75,2.2,23.1,163.4,Loam
88.0,2.0,11.0,5.6,47.9,25.2,16.9,180.5,Sand
91.0,2.0,7.0,4.34,3.13,0.8,33.1,23.4,Sand
92.0,1.0,7.0,3.53,26.5,6.2,21.6,173.4,Sand
81.0,3.0,16.0,3.7,12.01,2.1,32.4,70.3,Loamy sand
38.0,12.0,50.0,7.0,42.5,16.3,14.3,56.1,Silt loam
54.0,10.0,36.0,7.37,14.12,2.8,6.6,30.8,Loam
41.0,10.0,49.0,7.14,39.8,4.1,20.8,39.4,Loam
44.0,10.0,46.0,5.35,11.97,3.2,15.4,46.9,Loam
36.0,15.0,49.0,6.19,19.77,5.2,108.4,311.4,Loam
